5 Minutes,Lane 1 Flow (Veh/5 Minutes),% Observed
2/01/2015 14:40,140,100
2/01/2015 14:45,131,100
2/01/2015 14:50,124,100
2/01/2015 14:55,141,100
2/01/2015 15:00,123,100
2/01/2015 15:05,150,100
2/01/2015 15:10,131,100
2/01/2015 15:15,142,100
2/01/2015 15:20,119,100
2/01/2015 15:25,149,100
2/01/2015 15:30,126,100
2/01/2015 15:35,142,100
2/01/2015 15:40,149,100
2/01/2015 15:45,130,100
2/01/2015 15:50,137,100
2/01/2015 15:55,134,100
2/01/2015 16:00,130,100
2/01/2015 16:05,118,100
2/01/2015 16:10,125,100
2/01/2015 16:15,113,100
2/01/2015 16:20,114,100
2/01/2015 16:25,117,100
2/01/2015 16:30,97,100
2/01/2015 16:35,102,100
2/01/2015 16:40,112,100
2/01/2015 16:45,106,100
2/01/2015 16:50,87,100
2/01/2015 16:55,96,100
2/01/2015 17:00,97,100
2/01/2015 17:05,94,100
2/01/2015 17:10,99,100
2/01/2015 17:15,88,100
2/01/2015 17:20,96,100
2/01/2015 17:25,99,100
2/01/2015 17:30,96,100
2/01/2015 17:35,75,100
2/01/2015 17:40,98,100
2/01/2015 17:45,75,100
2/01/2015 17:50,72,100
2/01/2015 17:55,88,100
2/01/2015 18:00,83,100
2/01/2015 18:05,74,100
2/01/2015 18:10,81,100
2/01/2015 18:15,80,100
2/01/2015 18:20,73,100
2/01/2015 18:25,84,100
2/01/2015 18:30,70,100
2/01/2015 18:35,78,100
2/01/2015 18:40,82,100
2/01/2015 18:45,72,100
2/01/2015 18:50,68,100
2/01/2015 18:55,65,100
2/01/2015 19:00,55,100
2/01/2015 19:05,57,100
2/01/2015 19:10,66,100
2/01/2015 19:15,69,100
2/01/2015 19:20,78,100
2/01/2015 19:25,94,100
2/01/2015 19:30,108,100
2/01/2015 19:35,129,100
2/01/2015 19:40,125,100
2/01/2015 19:45,122,100
2/01/2015 19:50,112,100
2/01/2015 19:55,120,100
2/01/2015 20:00,113,100
2/01/2015 20:05,134,100
2/01/2015 20:10,120,100
2/01/2015 20:15,131,100
2/01/2015 20:20,108,100
2/01/2015 20:25,121,100
2/01/2015 20:30,131,100
2/01/2015 20:35,120,100
2/01/2015 20:40,70,100
2/01/2015 20:45,88,0
2/01/2015 20:50,85,100
2/01/2015 20:55,89,100
2/01/2015 21:00,94,100
2/01/2015 21:05,106,100
2/01/2015 21:10,103,100
2/01/2015 21:15,97,100
2/01/2015 21:20,95,100
2/01/2015 21:25,76,100
2/01/2015 21:30,73,100
2/01/2015 21:35,100,100
2/01/2015 21:40,77,100
2/01/2015 21:45,78,100
2/01/2015 21:50,83,100
2/01/2015 21:55,75,100
2/01/2015 22:00,59,100
2/01/2015 22:05,65,100
2/01/2015 22:10,77,100
2/01/2015 22:15,66,100
2/01/2015 22:20,73,100
2/01/2015 22:25,70,100
2/01/2015 22:30,57,100
2/01/2015 22:35,57,100
2/01/2015 22:40,47,100
2/01/2015 22:45,45,100
2/01/2015 22:50,44,100
2/01/2015 22:55,28,100
2/01/2015 23:00,39,100
2/01/2015 23:05,31,100
2/01/2015 23:10,45,100
2/01/2015 23:15,28,100
2/01/2015 23:20,38,100
2/01/2015 23:25,26,100
2/01/2015 23:30,39,100
2/01/2015 23:35,30,100
2/01/2015 23:40,21,100
2/01/2015 23:45,29,100
2/01/2015 23:50,19,100
2/01/2015 23:55,21,100
2/02/2015 0:00,23,100
2/02/2015 0:05,15,100
2/02/2015 0:10,14,100
2/02/2015 0:15,10,100
2/02/2015 0:20,18,100
2/02/2015 0:25,11,100
2/02/2015 0:30,13,100
2/02/2015 0:35,11,100
2/02/2015 0:40,11,100
2/02/2015 0:45,10,100
2/02/2015 0:50,13,100
2/02/2015 0:55,5,100
2/02/2015 1:00,6,100
2/02/2015 1:05,9,100
2/02/2015 1:10,7,100
2/02/2015 1:15,7,100
2/02/2015 1:20,8,100
2/02/2015 1:25,9,100
2/02/2015 1:30,7,100
2/02/2015 1:35,7,100
2/02/2015 1:40,10,100
2/02/2015 1:45,7,100
2/02/2015 1:50,4,100
2/02/2015 1:55,1,100
2/02/2015 2:00,7,100
2/02/2015 2:05,3,100
2/02/2015 2:10,5,100
2/02/2015 2:15,6,100
2/02/2015 2:20,9,100
2/02/2015 2:25,2,100
2/02/2015 2:30,6,100
2/02/2015 2:35,9,100
2/02/2015 2:40,5,100
2/02/2015 2:45,4,100
2/02/2015 2:50,3,100
2/02/2015 2:55,7,100
2/02/2015 3:00,4,100
2/02/2015 3:05,3,100
2/02/2015 3:10,18,100
2/02/2015 3:15,7,100
2/02/2015 3:20,4,100
2/02/2015 3:25,7,100
2/02/2015 3:30,8,100
2/02/2015 3:35,7,100
2/02/2015 3:40,11,100
2/02/2015 3:45,9,100
2/02/2015 3:50,8,100
2/02/2015 3:55,7,100
2/02/2015 4:00,12,100
2/02/2015 4:05,15,100
2/02/2015 4:10,14,100
2/02/2015 4:15,18,100
2/02/2015 4:20,18,100
2/02/2015 4:25,20,100
2/02/2015 4:30,30,100
2/02/2015 4:35,35,100
2/02/2015 4:40,50,100
2/02/2015 4:45,43,100
2/02/2015 4:50,44,100
2/02/2015 4:55,35,100
2/02/2015 5:00,49,100
2/02/2015 5:05,52,100
2/02/2015 5:10,72,100
2/02/2015 5:15,74,100
2/02/2015 5:20,87,100
2/02/2015 5:25,114,100
2/02/2015 5:30,111,100
2/02/2015 5:35,144,100
2/02/2015 5:40,138,100
2/02/2015 5:45,146,100
2/02/2015 5:50,150,100
2/02/2015 5:55,139,100
2/02/2015 6:00,145,100
2/02/2015 6:05,153,100
2/02/2015 6:10,142,100
2/02/2015 6:15,148,100
2/02/2015 6:20,152,100
2/02/2015 6:25,175,100
2/02/2015 6:30,170,100
2/02/2015 6:35,180,100
2/02/2015 6:40,180,100
2/02/2015 6:45,171,100
2/02/2015 6:50,170,100
2/02/2015 6:55,175,100
2/02/2015 7:00,172,100
2/02/2015 7:05,178,100
2/02/2015 7:10,168,100
2/02/2015 7:15,159,100
2/02/2015 7:20,157,100
2/02/2015 7:25,166,100
2/02/2015 7:30,151,100
2/02/2015 7:35,150,100
2/02/2015 7:40,142,100
2/02/2015 7:45,139,100
2/02/2015 7:50,145,100
2/02/2015 7:55,156,100
2/02/2015 8:00,144,100
2/02/2015 8:05,153,100
2/02/2015 8:10,153,100
2/02/2015 8:15,168,100
2/02/2015 8:20,153,100
2/02/2015 8:25,145,100
2/02/2015 8:30,151,100
2/02/2015 8:35,146,100
2/02/2015 8:40,144,100
2/02/2015 8:45,142,100
2/02/2015 8:50,166,100
2/02/2015 8:55,144,100
2/02/2015 9:00,166,100
2/02/2015 9:05,159,100
2/02/2015 9:10,144,100
2/02/2015 9:15,146,100
2/02/2015 9:20,139,100
2/02/2015 9:25,153,100
2/02/2015 9:30,158,100
2/02/2015 9:35,155,100
2/02/2015 9:40,139,100
2/02/2015 9:45,120,100
2/02/2015 9:50,142,100
2/02/2015 9:55,139,100
2/02/2015 10:00,127,100
2/02/2015 10:05,124,100
2/02/2015 10:10,130,100
2/02/2015 10:15,139,100
2/02/2015 10:20,121,100
2/02/2015 10:25,149,100
2/02/2015 10:30,125,100
2/02/2015 10:35,123,100
2/02/2015 10:40,126,100
2/02/2015 10:45,121,100
2/02/2015 10:50,131,100
2/02/2015 10:55,135,100
2/02/2015 11:00,140,100
2/02/2015 11:05,122,100
2/02/2015 11:10,115,100
2/02/2015 11:15,104,100
2/02/2015 11:20,118,100
2/02/2015 11:25,92,100
2/02/2015 11:30,68,100
2/02/2015 11:35,129,100
2/02/2015 11:40,136,100
2/02/2015 11:45,128,100
2/02/2015 11:50,133,100
2/02/2015 11:55,127,100
2/02/2015 12:00,128,100
2/02/2015 12:05,138,100
2/02/2015 12:10,103,100
2/02/2015 12:15,118,100
2/02/2015 12:20,130,100
2/02/2015 12:25,114,100
2/02/2015 12:30,112,100
2/02/2015 12:35,135,100
2/02/2015 12:40,108,100
2/02/2015 12:45,130,100
2/02/2015 12:50,123,100
2/02/2015 12:55,120,100
2/02/2015 13:00,110,100
2/02/2015 13:05,89,100
2/02/2015 13:10,94,100
2/02/2015 13:15,113,100
2/02/2015 13:20,108,100
2/02/2015 13:25,112,100
2/02/2015 13:30,125,100
2/02/2015 13:35,144,100
2/02/2015 13:40,145,100
2/02/2015 13:45,143,100
2/02/2015 13:50,134,100
2/02/2015 13:55,135,100
2/02/2015 14:00,144,100
2/02/2015 14:05,148,100
2/02/2015 14:10,137,100
2/02/2015 14:15,133,100
2/02/2015 14:20,139,100
2/02/2015 14:25,140,100
2/02/2015 14:30,142,100
2/02/2015 14:35,149,100
2/02/2015 14:40,136,100
2/02/2015 14:45,156,100
2/02/2015 14:50,134,100
2/02/2015 14:55,136,100
2/02/2015 15:00,137,100
2/02/2015 15:05,149,100
2/02/2015 15:10,137,100
2/02/2015 15:15,126,100
2/02/2015 15:20,134,100
2/02/2015 15:25,94,100
2/02/2015 15:30,94,100
2/02/2015 15:35,147,100
2/02/2015 15:40,144,100
2/02/2015 15:45,139,100
2/02/2015 15:50,137,100
2/02/2015 15:55,132,100
2/02/2015 16:00,148,100
2/02/2015 16:05,146,100
2/02/2015 16:10,132,100
2/02/2015 16:15,129,100
2/02/2015 16:20,138,100
2/02/2015 16:25,135,100
2/02/2015 16:30,136,100
2/02/2015 16:35,141,100
2/02/2015 16:40,130,100
2/02/2015 16:45,132,100
2/02/2015 16:50,129,100
2/02/2015 16:55,128,100
2/02/2015 17:00,144,100
2/02/2015 17:05,136,100
2/02/2015 17:10,137,100
2/02/2015 17:15,122,100
2/02/2015 17:20,125,100
2/02/2015 17:25,133,100
2/02/2015 17:30,141,100
2/02/2015 17:35,138,100
2/02/2015 17:40,125,100
2/02/2015 17:45,123,100
2/02/2015 17:50,121,100
2/02/2015 17:55,131,100
2/02/2015 18:00,108,100
2/02/2015 18:05,108,100
2/02/2015 18:10,108,100
2/02/2015 18:15,123,100
2/02/2015 18:20,130,100
2/02/2015 18:25,125,100
2/02/2015 18:30,118,100
2/02/2015 18:35,120,100
2/02/2015 18:40,122,100
2/02/2015 18:45,121,100
2/02/2015 18:50,131,100
2/02/2015 18:55,125,100
2/02/2015 19:00,119,100
2/02/2015 19:05,101,100
2/02/2015 19:10,95,100
2/02/2015 19:15,106,100
2/02/2015 19:20,116,100
2/02/2015 19:25,119,100
2/02/2015 19:30,111,100
2/02/2015 19:35,106,100
2/02/2015 19:40,103,100
2/02/2015 19:45,113,100
2/02/2015 19:50,91,100
2/02/2015 19:55,98,100
2/02/2015 20:00,107,100
2/02/2015 20:05,80,100
2/02/2015 20:10,77,100
2/02/2015 20:15,79,100
2/02/2015 20:20,88,100
2/02/2015 20:25,88,100
2/02/2015 20:30,85,100
2/02/2015 20:35,73,100
2/02/2015 20:40,73,100
2/02/2015 20:45,81,100
2/02/2015 20:50,63,100
2/02/2015 20:55,78,100
2/02/2015 21:00,70,100
2/02/2015 21:05,81,100
2/02/2015 21:10,82,100
2/02/2015 21:15,81,100
2/02/2015 21:20,57,100
2/02/2015 21:25,81,100
2/02/2015 21:30,70,100
2/02/2015 21:35,68,100
2/02/2015 21:40,74,100
2/02/2015 21:45,57,100
2/02/2015 21:50,47,100
2/02/2015 21:55,61,100
2/02/2015 22:00,58,100
2/02/2015 22:05,56,100
2/02/2015 22:10,58,100
2/02/2015 22:15,54,100
2/02/2015 22:20,53,100
2/02/2015 22:25,56,100
2/02/2015 22:30,52,100
2/02/2015 22:35,48,100
2/02/2015 22:40,45,100
2/02/2015 22:45,37,100
2/02/2015 22:50,37,100
2/02/2015 22:55,32,100
2/02/2015 23:00,33,100
2/02/2015 23:05,31,100
2/02/2015 23:10,37,100
2/02/2015 23:15,24,100
2/02/2015 23:20,35,100
2/02/2015 23:25,32,100
2/02/2015 23:30,31,100
2/02/2015 23:35,33,100
2/02/2015 23:40,23,100
2/02/2015 23:45,26,100
2/02/2015 23:50,23,100
2/02/2015 23:55,17,100
2/03/2015 0:00,14,100
2/03/2015 0:05,13,100
2/03/2015 0:10,18,100
2/03/2015 0:15,13,100
2/03/2015 0:20,10,100
2/03/2015 0:25,8,100
2/03/2015 0:30,15,100
2/03/2015 0:35,5,100
2/03/2015 0:40,11,100
2/03/2015 0:45,17,100
2/03/2015 0:50,7,100
2/03/2015 0:55,11,100
2/03/2015 1:00,15,100
2/03/2015 1:05,8,100
2/03/2015 1:10,4,100
2/03/2015 1:15,11,100
2/03/2015 1:20,10,100
2/03/2015 1:25,4,100
2/03/2015 1:30,4,100
2/03/2015 1:35,10,100
2/03/2015 1:40,6,100
2/03/2015 1:45,8,100
2/03/2015 1:50,3,100
2/03/2015 1:55,10,100
2/03/2015 2:00,4,100
2/03/2015 2:05,8,100
2/03/2015 2:10,5,100
2/03/2015 2:15,8,100
2/03/2015 2:20,6,100
2/03/2015 2:25,2,100
2/03/2015 2:30,4,100
2/03/2015 2:35,7,100
2/03/2015 2:40,3,100
2/03/2015 2:45,6,100
2/03/2015 2:50,6,100
2/03/2015 2:55,8,100
2/03/2015 3:00,5,100
2/03/2015 3:05,5,100
2/03/2015 3:10,5,100
2/03/2015 3:15,3,100
2/03/2015 3:20,1,100
2/03/2015 3:25,5,100
2/03/2015 3:30,7,100
2/03/2015 3:35,14,100
2/03/2015 3:40,14,100
2/03/2015 3:45,8,100
2/03/2015 3:50,9,100
2/03/2015 3:55,8,100
2/03/2015 4:00,13,100
2/03/2015 4:05,5,100
2/03/2015 4:10,16,100
2/03/2015 4:15,15,100
2/03/2015 4:20,17,100
2/03/2015 4:25,35,100
2/03/2015 4:30,28,100
2/03/2015 4:35,47,100
2/03/2015 4:40,46,100
2/03/2015 4:45,45,100
2/03/2015 4:50,43,100
2/03/2015 4:55,38,100
2/03/2015 5:00,34,100
2/03/2015 5:05,70,100
2/03/2015 5:10,64,100
2/03/2015 5:15,85,100
2/03/2015 5:20,88,100
2/03/2015 5:25,108,100
2/03/2015 5:30,126,100
2/03/2015 5:35,143,100
2/03/2015 5:40,142,100
2/03/2015 5:45,142,100
2/03/2015 5:50,147,100
2/03/2015 5:55,138,100
2/03/2015 6:00,130,100
2/03/2015 6:05,170,100
2/03/2015 6:10,127,100
2/03/2015 6:15,160,100
2/03/2015 6:20,166,100
2/03/2015 6:25,176,100
2/03/2015 6:30,179,100
2/03/2015 6:35,179,100
2/03/2015 6:40,190,100
2/03/2015 6:45,166,100
2/03/2015 6:50,176,100
2/03/2015 6:55,178,100
2/03/2015 7:00,177,100
2/03/2015 7:05,178,100
2/03/2015 7:10,183,100
2/03/2015 7:15,180,100
2/03/2015 7:20,133,100
2/03/2015 7:25,129,100
2/03/2015 7:30,135,100
2/03/2015 7:35,151,100
2/03/2015 7:40,147,100
2/03/2015 7:45,151,100
2/03/2015 7:50,160,100
2/03/2015 7:55,161,100
2/03/2015 8:00,148,100
2/03/2015 8:05,149,100
2/03/2015 8:10,156,100
2/03/2015 8:15,144,100
2/03/2015 8:20,166,100
2/03/2015 8:25,128,100
2/03/2015 8:30,149,100
2/03/2015 8:35,146,100
2/03/2015 8:40,154,100
2/03/2015 8:45,168,100
2/03/2015 8:50,139,100
2/03/2015 8:55,152,100
2/03/2015 9:00,163,100
2/03/2015 9:05,139,100
2/03/2015 9:10,132,100
2/03/2015 9:15,146,100
2/03/2015 9:20,170,100
2/03/2015 9:25,148,100
2/03/2015 9:30,152,100
2/03/2015 9:35,138,100
2/03/2015 9:40,150,100
2/03/2015 9:45,147,100
2/03/2015 9:50,146,100
2/03/2015 9:55,137,100
2/03/2015 10:00,131,100
2/03/2015 10:05,149,100
2/03/2015 10:10,149,100
2/03/2015 10:15,144,100
2/03/2015 10:20,135,100
2/03/2015 10:25,138,100
2/03/2015 10:30,137,100
2/03/2015 10:35,137,100
2/03/2015 10:40,125,100
2/03/2015 10:45,141,100
2/03/2015 10:50,139,100
2/03/2015 10:55,116,100
2/03/2015 11:00,142,100
2/03/2015 11:05,135,100
2/03/2015 11:10,127,100
2/03/2015 11:15,111,100
2/03/2015 11:20,134,100
2/03/2015 11:25,131,100
2/03/2015 11:30,123,100
2/03/2015 11:35,127,100
2/03/2015 11:40,120,100
2/03/2015 11:45,126,100
2/03/2015 11:50,127,100
2/03/2015 11:55,154,100
2/03/2015 12:00,122,100
2/03/2015 12:05,130,100
2/03/2015 12:10,123,100
2/03/2015 12:15,130,100
2/03/2015 12:20,141,100
2/03/2015 12:25,123,100
2/03/2015 12:30,133,100
2/03/2015 12:35,147,100
2/03/2015 12:40,129,100
2/03/2015 12:45,126,100
2/03/2015 12:50,124,100
2/03/2015 12:55,128,100
2/03/2015 13:00,146,100
2/03/2015 13:05,127,100
2/03/2015 13:10,129,100
2/03/2015 13:15,142,100
2/03/2015 13:20,145,100
2/03/2015 13:25,137,100
2/03/2015 13:30,133,100
2/03/2015 13:35,155,100
2/03/2015 13:40,150,100
2/03/2015 13:45,134,100
2/03/2015 13:50,141,100
2/03/2015 13:55,131,100
2/03/2015 14:00,138,100
2/03/2015 14:05,146,100
2/03/2015 14:10,149,100
2/03/2015 14:15,147,100
2/03/2015 14:20,136,100
2/03/2015 14:25,141,100
2/03/2015 14:30,148,100
2/03/2015 14:35,151,100
2/03/2015 14:40,148,100
2/03/2015 14:45,163,100
2/03/2015 14:50,148,100
2/03/2015 14:55,139,100
2/03/2015 15:00,147,100
2/03/2015 15:05,136,100
2/03/2015 15:10,144,100
2/03/2015 15:15,138,100
2/03/2015 15:20,127,100
2/03/2015 15:25,140,100
2/03/2015 15:30,135,100
2/03/2015 15:35,129,100
2/03/2015 15:40,147,100
2/03/2015 15:45,138,100
2/03/2015 15:50,93,100
2/03/2015 15:55,130,100
2/03/2015 16:00,131,100
2/03/2015 16:05,133,100
2/03/2015 16:10,140,100
2/03/2015 16:15,133,100
2/03/2015 16:20,140,100
2/03/2015 16:25,138,100
2/03/2015 16:30,137,100
2/03/2015 16:35,115,100
2/03/2015 16:40,111,100
2/03/2015 16:45,138,100
2/03/2015 16:50,128,100
2/03/2015 16:55,141,100
2/03/2015 17:00,134,100
2/03/2015 17:05,121,100
2/03/2015 17:10,133,100
2/03/2015 17:15,132,100
2/03/2015 17:20,120,100
2/03/2015 17:25,145,100
2/03/2015 17:30,128,100
2/03/2015 17:35,115,100
2/03/2015 17:40,72,100
2/03/2015 17:45,84,100
2/03/2015 17:50,97,100
2/03/2015 17:55,102,100
2/03/2015 18:00,103,100
2/03/2015 18:05,116,100
2/03/2015 18:10,112,100
2/03/2015 18:15,106,100
2/03/2015 18:20,126,100
2/03/2015 18:25,125,100
2/03/2015 18:30,125,100
2/03/2015 18:35,120,100
2/03/2015 18:40,115,100
2/03/2015 18:45,125,100
2/03/2015 18:50,94,100
2/03/2015 18:55,102,100
2/03/2015 19:00,117,100
2/03/2015 19:05,124,100
2/03/2015 19:10,129,100
2/03/2015 19:15,110,100
2/03/2015 19:20,102,100
2/03/2015 19:25,105,100
2/03/2015 19:30,96,100
2/03/2015 19:35,98,100
2/03/2015 19:40,98,100
2/03/2015 19:45,110,100
2/03/2015 19:50,99,100
2/03/2015 19:55,93,100
2/03/2015 20:00,92,100
2/03/2015 20:05,93,100
2/03/2015 20:10,92,100
2/03/2015 20:15,89,100
2/03/2015 20:20,104,100
2/03/2015 20:25,90,100
2/03/2015 20:30,88,100
2/03/2015 20:35,78,100
2/03/2015 20:40,73,100
2/03/2015 20:45,76,100
2/03/2015 20:50,72,100
2/03/2015 20:55,76,100
2/03/2015 21:00,86,100
2/03/2015 21:05,69,100
2/03/2015 21:10,76,100
2/03/2015 21:15,85,100
2/03/2015 21:20,78,100
2/03/2015 21:25,59,100
2/03/2015 21:30,91,100
2/03/2015 21:35,82,100
2/03/2015 21:40,82,100
2/03/2015 21:45,76,100
2/03/2015 21:50,59,100
2/03/2015 21:55,66,100
2/03/2015 22:00,60,100
2/03/2015 22:05,67,100
2/03/2015 22:10,87,100
2/03/2015 22:15,70,100
2/03/2015 22:20,87,100
2/03/2015 22:25,69,100
2/03/2015 22:30,64,100
2/03/2015 22:35,67,100
2/03/2015 22:40,56,100
2/03/2015 22:45,51,100
2/03/2015 22:50,54,100
2/03/2015 22:55,44,100
2/03/2015 23:00,37,100
2/03/2015 23:05,56,100
2/03/2015 23:10,44,100
2/03/2015 23:15,51,100
2/03/2015 23:20,38,100
2/03/2015 23:25,44,100
2/03/2015 23:30,38,100
2/03/2015 23:35,31,100
2/03/2015 23:40,34,100
2/03/2015 23:45,33,100
2/03/2015 23:50,21,100
2/03/2015 23:55,29,100
2/04/2015 0:00,17,100
2/04/2015 0:05,20,100
2/04/2015 0:10,19,100
2/04/2015 0:15,20,100
2/04/2015 0:20,21,100
2/04/2015 0:25,16,100
2/04/2015 0:30,10,100
2/04/2015 0:35,13,100
2/04/2015 0:40,10,100
2/04/2015 0:45,16,100
2/04/2015 0:50,9,100
2/04/2015 0:55,12,100
2/04/2015 1:00,12,100
2/04/2015 1:05,14,100
2/04/2015 1:10,7,100
2/04/2015 1:15,6,100
2/04/2015 1:20,10,100
2/04/2015 1:25,6,100
2/04/2015 1:30,9,100
2/04/2015 1:35,2,100
2/04/2015 1:40,7,100
2/04/2015 1:45,5,100
2/04/2015 1:50,3,100
2/04/2015 1:55,13,100
2/04/2015 2:00,11,100
2/04/2015 2:05,7,100
2/04/2015 2:10,10,100
2/04/2015 2:15,6,100
2/04/2015 2:20,7,100
2/04/2015 2:25,9,100
2/04/2015 2:30,7,100
2/04/2015 2:35,3,100
2/04/2015 2:40,4,100
2/04/2015 2:45,9,100
2/04/2015 2:50,6,100
2/04/2015 2:55,6,100
2/04/2015 3:00,6,100
2/04/2015 3:05,6,100
2/04/2015 3:10,6,100
2/04/2015 3:15,12,100
2/04/2015 3:20,7,100
2/04/2015 3:25,5,100
2/04/2015 3:30,7,100
2/04/2015 3:35,13,100
2/04/2015 3:40,15,100
2/04/2015 3:45,10,100
2/04/2015 3:50,6,100
2/04/2015 3:55,7,100
2/04/2015 4:00,7,100
2/04/2015 4:05,16,100
2/04/2015 4:10,14,100
2/04/2015 4:15,14,100
2/04/2015 4:20,17,100
2/04/2015 4:25,38,100
2/04/2015 4:30,35,100
2/04/2015 4:35,40,100
2/04/2015 4:40,44,100
2/04/2015 4:45,45,100
2/04/2015 4:50,43,100
2/04/2015 4:55,45,100
2/04/2015 5:00,34,100
2/04/2015 5:05,56,100
2/04/2015 5:10,62,100
2/04/2015 5:15,85,100
