5 Minutes,Lane 1 Flow (Veh/5 Minutes),% Observed
2/02/2015 0:25,14,100
2/02/2015 0:30,14,100
2/02/2015 0:35,12,100
2/02/2015 0:40,14,100
2/02/2015 0:45,10,100
2/02/2015 0:50,12,100
2/02/2015 0:55,10,100
2/02/2015 1:00,9,100
2/02/2015 1:05,9,100
2/02/2015 1:10,8,100
2/02/2015 1:15,6,100
2/02/2015 1:20,10,100
2/02/2015 1:25,13,100
2/02/2015 1:30,11,100
2/02/2015 1:35,11,100
2/02/2015 1:40,12,100
2/02/2015 1:45,13,100
2/02/2015 1:50,4,100
2/02/2015 1:55,3,100
2/02/2015 2:00,8,100
2/02/2015 2:05,4,100
2/02/2015 2:10,7,100
2/02/2015 2:15,4,100
2/02/2015 2:20,10,100
2/02/2015 2:25,4,100
2/02/2015 2:30,5,100
2/02/2015 2:35,11,100
2/02/2015 2:40,6,100
2/02/2015 2:45,3,100
2/02/2015 2:50,3,100
2/02/2015 2:55,12,100
2/02/2015 3:00,4,100
2/02/2015 3:05,3,100
2/02/2015 3:10,16,100
2/02/2015 3:15,8,100
2/02/2015 3:20,8,100
2/02/2015 3:25,7,100
2/02/2015 3:30,11,100
2/02/2015 3:35,11,100
2/02/2015 3:40,12,100
2/02/2015 3:45,16,100
2/02/2015 3:50,8,100
2/02/2015 3:55,7,100
2/02/2015 4:00,11,100
2/02/2015 4:05,17,100
2/02/2015 4:10,15,100
2/02/2015 4:15,20,100
2/02/2015 4:20,15,100
2/02/2015 4:25,19,100
2/02/2015 4:30,30,100
2/02/2015 4:35,35,100
2/02/2015 4:40,55,100
2/02/2015 4:45,51,100
2/02/2015 4:50,44,100
2/02/2015 4:55,34,100
2/02/2015 5:00,53,100
2/02/2015 5:05,53,100
2/02/2015 5:10,79,100
2/02/2015 5:15,79,100
2/02/2015 5:20,83,100
2/02/2015 5:25,121,100
2/02/2015 5:30,105,100
2/02/2015 5:35,137,100
2/02/2015 5:40,153,100
2/02/2015 5:45,147,100
2/02/2015 5:50,142,100
2/02/2015 5:55,135,100
2/02/2015 6:00,138,100
2/02/2015 6:05,152,100
2/02/2015 6:10,146,100
2/02/2015 6:15,160,100
2/02/2015 6:20,155,100
2/02/2015 6:25,173,100
2/02/2015 6:30,170,100
2/02/2015 6:35,195,100
2/02/2015 6:40,160,100
2/02/2015 6:45,156,100
2/02/2015 6:50,154,100
2/02/2015 6:55,155,100
2/02/2015 7:00,163,100
2/02/2015 7:05,156,100
2/02/2015 7:10,140,100
2/02/2015 7:15,137,100
2/02/2015 7:20,151,100
2/02/2015 7:25,150,100
2/02/2015 7:30,144,100
2/02/2015 7:35,143,100
2/02/2015 7:40,165,100
2/02/2015 7:45,131,100
2/02/2015 7:50,141,100
2/02/2015 7:55,149,100
2/02/2015 8:00,141,100
2/02/2015 8:05,152,100
2/02/2015 8:10,154,100
2/02/2015 8:15,156,100
2/02/2015 8:20,152,100
2/02/2015 8:25,155,100
2/02/2015 8:30,151,100
2/02/2015 8:35,164,100
2/02/2015 8:40,142,100
2/02/2015 8:45,147,100
2/02/2015 8:50,153,100
2/02/2015 8:55,142,100
2/02/2015 9:00,151,100
2/02/2015 9:05,160,100
2/02/2015 9:10,152,100
2/02/2015 9:15,136,100
2/02/2015 9:20,148,100
2/02/2015 9:25,162,100
2/02/2015 9:30,163,100
2/02/2015 9:35,154,100
2/02/2015 9:40,138,100
2/02/2015 9:45,133,100
2/02/2015 9:50,133,100
2/02/2015 9:55,145,100
2/02/2015 10:00,133,100
2/02/2015 10:05,119,100
2/02/2015 10:10,135,100
2/02/2015 10:15,138,100
2/02/2015 10:20,115,100
2/02/2015 10:25,137,100
2/02/2015 10:30,114,100
2/02/2015 10:35,119,100
2/02/2015 10:40,135,100
2/02/2015 10:45,124,100
2/02/2015 10:50,122,100
2/02/2015 10:55,133,100
2/02/2015 11:00,140,100
2/02/2015 11:05,121,100
2/02/2015 11:10,120,100
2/02/2015 11:15,114,100
2/02/2015 11:20,119,100
2/02/2015 11:25,108,100
2/02/2015 11:30,75,100
2/02/2015 11:35,119,100
2/02/2015 11:40,149,100
2/02/2015 11:45,132,100
2/02/2015 11:50,135,100
2/02/2015 11:55,125,100
2/02/2015 12:00,137,100
2/02/2015 12:05,127,100
2/02/2015 12:10,112,100
2/02/2015 12:15,115,100
2/02/2015 12:20,130,100
2/02/2015 12:25,97,100
2/02/2015 12:30,119,100
2/02/2015 12:35,115,100
2/02/2015 12:40,120,100
2/02/2015 12:45,116,100
2/02/2015 12:50,118,100
2/02/2015 12:55,131,100
2/02/2015 13:00,113,100
2/02/2015 13:05,96,100
2/02/2015 13:10,101,100
2/02/2015 13:15,111,100
2/02/2015 13:20,124,100
2/02/2015 13:25,120,100
2/02/2015 13:30,128,100
2/02/2015 13:35,149,100
2/02/2015 13:40,147,100
2/02/2015 13:45,146,100
2/02/2015 13:50,137,100
2/02/2015 13:55,140,100
2/02/2015 14:00,141,100
2/02/2015 14:05,158,100
2/02/2015 14:10,148,100
2/02/2015 14:15,148,100
2/02/2015 14:20,144,100
2/02/2015 14:25,137,100
2/02/2015 14:30,143,100
2/02/2015 14:35,158,100
2/02/2015 14:40,146,100
2/02/2015 14:45,161,100
2/02/2015 14:50,143,100
2/02/2015 14:55,133,100
2/02/2015 15:00,118,100
2/02/2015 15:05,116,100
2/02/2015 15:10,113,100
2/02/2015 15:15,111,100
2/02/2015 15:20,108,100
2/02/2015 15:25,116,100
2/02/2015 15:30,115,100
2/02/2015 15:35,143,100
2/02/2015 15:40,140,100
2/02/2015 15:45,141,100
2/02/2015 15:50,131,100
2/02/2015 15:55,130,100
2/02/2015 16:00,137,100
2/02/2015 16:05,119,100
2/02/2015 16:10,108,100
2/02/2015 16:15,114,100
2/02/2015 16:20,122,100
2/02/2015 16:25,118,100
2/02/2015 16:30,125,100
2/02/2015 16:35,109,100
2/02/2015 16:40,99,100
2/02/2015 16:45,105,100
2/02/2015 16:50,119,100
2/02/2015 16:55,124,100
2/02/2015 17:00,139,100
2/02/2015 17:05,123,100
2/02/2015 17:10,140,100
2/02/2015 17:15,121,100
2/02/2015 17:20,120,100
2/02/2015 17:25,123,100
2/02/2015 17:30,138,100
2/02/2015 17:35,137,100
2/02/2015 17:40,96,100
2/02/2015 17:45,107,100
2/02/2015 17:50,108,100
2/02/2015 17:55,99,100
2/02/2015 18:00,92,100
2/02/2015 18:05,93,100
2/02/2015 18:10,93,100
2/02/2015 18:15,96,100
2/02/2015 18:20,106,100
2/02/2015 18:25,110,100
2/02/2015 18:30,103,100
2/02/2015 18:35,101,100
2/02/2015 18:40,115,100
2/02/2015 18:45,112,100
2/02/2015 18:50,105,100
2/02/2015 18:55,111,100
2/02/2015 19:00,121,100
2/02/2015 19:05,105,100
2/02/2015 19:10,112,100
2/02/2015 19:15,113,100
2/02/2015 19:20,123,100
2/02/2015 19:25,125,100
2/02/2015 19:30,120,100
2/02/2015 19:35,114,100
2/02/2015 19:40,97,100
2/02/2015 19:45,125,100
2/02/2015 19:50,91,100
2/02/2015 19:55,101,100
2/02/2015 20:00,107,100
2/02/2015 20:05,98,100
2/02/2015 20:10,88,100
2/02/2015 20:15,98,100
2/02/2015 20:20,97,100
2/02/2015 20:25,101,100
2/02/2015 20:30,82,100
2/02/2015 20:35,95,100
2/02/2015 20:40,80,100
2/02/2015 20:45,90,100
2/02/2015 20:50,80,100
2/02/2015 20:55,86,100
2/02/2015 21:00,81,100
2/02/2015 21:05,87,100
2/02/2015 21:10,84,100
2/02/2015 21:15,91,100
2/02/2015 21:20,67,100
2/02/2015 21:25,87,100
2/02/2015 21:30,75,100
2/02/2015 21:35,67,100
2/02/2015 21:40,69,100
2/02/2015 21:45,60,100
2/02/2015 21:50,53,100
2/02/2015 21:55,65,100
2/02/2015 22:00,54,100
2/02/2015 22:05,53,100
2/02/2015 22:10,67,100
2/02/2015 22:15,62,100
2/02/2015 22:20,58,100
2/02/2015 22:25,55,100
2/02/2015 22:30,58,100
2/02/2015 22:35,55,100
2/02/2015 22:40,48,100
2/02/2015 22:45,38,100
2/02/2015 22:50,47,100
2/02/2015 22:55,37,100
2/02/2015 23:00,41,100
2/02/2015 23:05,38,100
2/02/2015 23:10,40,100
2/02/2015 23:15,23,100
2/02/2015 23:20,37,100
2/02/2015 23:25,34,100
2/02/2015 23:30,37,100
2/02/2015 23:35,40,100
2/02/2015 23:40,29,100
2/02/2015 23:45,36,100
2/02/2015 23:50,24,100
2/02/2015 23:55,25,100
2/03/2015 0:00,20,100
2/03/2015 0:05,17,100
2/03/2015 0:10,20,100
2/03/2015 0:15,18,100
2/03/2015 0:20,14,100
2/03/2015 0:25,10,100
2/03/2015 0:30,13,100
2/03/2015 0:35,11,100
2/03/2015 0:40,15,100
2/03/2015 0:45,14,100
2/03/2015 0:50,10,100
2/03/2015 0:55,12,100
2/03/2015 1:00,18,100
2/03/2015 1:05,10,100
2/03/2015 1:10,5,100
2/03/2015 1:15,17,100
2/03/2015 1:20,8,100
2/03/2015 1:25,8,100
2/03/2015 1:30,8,100
2/03/2015 1:35,14,100
2/03/2015 1:40,7,100
2/03/2015 1:45,8,100
2/03/2015 1:50,8,100
2/03/2015 1:55,15,100
2/03/2015 2:00,3,100
2/03/2015 2:05,11,100
2/03/2015 2:10,8,100
2/03/2015 2:15,10,100
2/03/2015 2:20,8,100
2/03/2015 2:25,3,100
2/03/2015 2:30,5,100
2/03/2015 2:35,10,100
2/03/2015 2:40,5,100
2/03/2015 2:45,6,100
2/03/2015 2:50,6,100
2/03/2015 2:55,10,100
2/03/2015 3:00,7,100
2/03/2015 3:05,8,100
2/03/2015 3:10,3,100
2/03/2015 3:15,8,100
2/03/2015 3:20,2,100
2/03/2015 3:25,5,100
2/03/2015 3:30,10,100
2/03/2015 3:35,16,100
2/03/2015 3:40,13,100
2/03/2015 3:45,10,100
2/03/2015 3:50,9,100
2/03/2015 3:55,7,100
2/03/2015 4:00,13,100
2/03/2015 4:05,11,100
2/03/2015 4:10,16,100
2/03/2015 4:15,20,100
2/03/2015 4:20,20,100
2/03/2015 4:25,32,100
2/03/2015 4:30,34,100
2/03/2015 4:35,40,100
2/03/2015 4:40,47,100
2/03/2015 4:45,50,100
2/03/2015 4:50,38,100
2/03/2015 4:55,41,100
2/03/2015 5:00,36,100
2/03/2015 5:05,61,100
2/03/2015 5:10,75,100
2/03/2015 5:15,79,100
2/03/2015 5:20,91,100
2/03/2015 5:25,101,100
2/03/2015 5:30,116,100
2/03/2015 5:35,132,100
2/03/2015 5:40,141,100
2/03/2015 5:45,161,100
2/03/2015 5:50,135,100
2/03/2015 5:55,149,100
2/03/2015 6:00,136,100
2/03/2015 6:05,154,100
2/03/2015 6:10,146,100
2/03/2015 6:15,153,100
2/03/2015 6:20,178,100
2/03/2015 6:25,183,100
2/03/2015 6:30,170,100
2/03/2015 6:35,148,100
2/03/2015 6:40,156,100
2/03/2015 6:45,139,100
2/03/2015 6:50,150,100
2/03/2015 6:55,151,100
2/03/2015 7:00,159,100
2/03/2015 7:05,150,100
2/03/2015 7:10,160,100
2/03/2015 7:15,125,100
2/03/2015 7:20,132,100
2/03/2015 7:25,122,100
2/03/2015 7:30,127,100
2/03/2015 7:35,136,100
2/03/2015 7:40,129,100
2/03/2015 7:45,147,100
2/03/2015 7:50,160,100
2/03/2015 7:55,148,100
2/03/2015 8:00,155,100
2/03/2015 8:05,152,100
2/03/2015 8:10,158,100
2/03/2015 8:15,150,100
2/03/2015 8:20,173,100
2/03/2015 8:25,162,100
2/03/2015 8:30,144,100
2/03/2015 8:35,148,100
2/03/2015 8:40,156,100
2/03/2015 8:45,137,100
2/03/2015 8:50,154,100
2/03/2015 8:55,150,100
2/03/2015 9:00,155,100
2/03/2015 9:05,150,100
2/03/2015 9:10,143,100
2/03/2015 9:15,143,100
2/03/2015 9:20,168,100
2/03/2015 9:25,149,100
2/03/2015 9:30,148,100
2/03/2015 9:35,133,100
2/03/2015 9:40,154,100
2/03/2015 9:45,138,100
2/03/2015 9:50,137,100
2/03/2015 9:55,127,100
2/03/2015 10:00,130,100
2/03/2015 10:05,144,100
2/03/2015 10:10,152,100
2/03/2015 10:15,136,100
2/03/2015 10:20,137,100
2/03/2015 10:25,145,100
2/03/2015 10:30,139,100
2/03/2015 10:35,140,100
2/03/2015 10:40,127,100
2/03/2015 10:45,143,100
2/03/2015 10:50,146,100
2/03/2015 10:55,117,100
2/03/2015 11:00,139,100
2/03/2015 11:05,140,100
2/03/2015 11:10,130,100
2/03/2015 11:15,124,100
2/03/2015 11:20,129,100
2/03/2015 11:25,136,100
2/03/2015 11:30,128,100
2/03/2015 11:35,136,100
2/03/2015 11:40,126,100
2/03/2015 11:45,122,100
2/03/2015 11:50,144,100
2/03/2015 11:55,152,100
2/03/2015 12:00,129,100
2/03/2015 12:05,142,100
2/03/2015 12:10,114,100
2/03/2015 12:15,118,100
2/03/2015 12:20,148,100
2/03/2015 12:25,115,100
2/03/2015 12:30,133,100
2/03/2015 12:35,150,100
2/03/2015 12:40,137,100
2/03/2015 12:45,139,100
2/03/2015 12:50,127,100
2/03/2015 12:55,137,100
2/03/2015 13:00,142,100
2/03/2015 13:05,133,100
2/03/2015 13:10,141,100
2/03/2015 13:15,148,100
2/03/2015 13:20,148,100
2/03/2015 13:25,131,100
2/03/2015 13:30,127,100
2/03/2015 13:35,155,100
2/03/2015 13:40,147,100
2/03/2015 13:45,142,100
2/03/2015 13:50,165,100
2/03/2015 13:55,133,100
2/03/2015 14:00,126,100
2/03/2015 14:05,149,100
2/03/2015 14:10,165,100
2/03/2015 14:15,156,100
2/03/2015 14:20,146,100
2/03/2015 14:25,146,100
2/03/2015 14:30,149,100
2/03/2015 14:35,142,100
2/03/2015 14:40,139,100
2/03/2015 14:45,131,100
2/03/2015 14:50,128,100
2/03/2015 14:55,107,100
2/03/2015 15:00,122,100
2/03/2015 15:05,116,100
2/03/2015 15:10,94,100
2/03/2015 15:15,115,100
2/03/2015 15:20,130,100
2/03/2015 15:25,130,100
2/03/2015 15:30,107,100
2/03/2015 15:35,121,100
2/03/2015 15:40,112,100
2/03/2015 15:45,96,100
2/03/2015 15:50,103,100
2/03/2015 15:55,132,100
2/03/2015 16:00,119,100
2/03/2015 16:05,90,100
2/03/2015 16:10,131,100
2/03/2015 16:15,123,100
2/03/2015 16:20,113,100
2/03/2015 16:25,105,100
2/03/2015 16:30,89,100
2/03/2015 16:35,94,100
2/03/2015 16:40,114,100
2/03/2015 16:45,124,100
2/03/2015 16:50,103,100
2/03/2015 16:55,121,100
2/03/2015 17:00,109,100
2/03/2015 17:05,106,100
2/03/2015 17:10,117,100
2/03/2015 17:15,100,100
2/03/2015 17:20,103,100
2/03/2015 17:25,128,100
2/03/2015 17:30,92,100
2/03/2015 17:35,75,100
2/03/2015 17:40,82,100
2/03/2015 17:45,76,100
2/03/2015 17:50,89,100
2/03/2015 17:55,86,100
2/03/2015 18:00,92,100
2/03/2015 18:05,90,100
2/03/2015 18:10,89,100
2/03/2015 18:15,96,100
2/03/2015 18:20,101,100
2/03/2015 18:25,98,100
2/03/2015 18:30,98,100
2/03/2015 18:35,86,100
2/03/2015 18:40,93,100
2/03/2015 18:45,90,100
2/03/2015 18:50,85,100
2/03/2015 18:55,92,100
2/03/2015 19:00,111,100
2/03/2015 19:05,104,100
2/03/2015 19:10,103,100
2/03/2015 19:15,95,100
2/03/2015 19:20,112,100
2/03/2015 19:25,120,100
2/03/2015 19:30,126,100
2/03/2015 19:35,107,100
2/03/2015 19:40,103,100
2/03/2015 19:45,117,100
2/03/2015 19:50,96,100
2/03/2015 19:55,91,100
2/03/2015 20:00,95,100
2/03/2015 20:05,110,100
2/03/2015 20:10,102,100
2/03/2015 20:15,100,100
2/03/2015 20:20,108,100
2/03/2015 20:25,101,100
2/03/2015 20:30,102,100
2/03/2015 20:35,81,100
2/03/2015 20:40,84,100
2/03/2015 20:45,87,100
2/03/2015 20:50,71,100
2/03/2015 20:55,88,100
2/03/2015 21:00,77,100
2/03/2015 21:05,83,100
2/03/2015 21:10,77,100
2/03/2015 21:15,96,100
2/03/2015 21:20,91,100
2/03/2015 21:25,67,100
2/03/2015 21:30,93,100
2/03/2015 21:35,80,100
2/03/2015 21:40,85,100
2/03/2015 21:45,88,100
2/03/2015 21:50,68,100
2/03/2015 21:55,75,100
2/03/2015 22:00,58,100
2/03/2015 22:05,71,100
2/03/2015 22:10,87,100
2/03/2015 22:15,81,100
2/03/2015 22:20,75,100
2/03/2015 22:25,83,100
2/03/2015 22:30,69,100
2/03/2015 22:35,70,100
2/03/2015 22:40,63,100
2/03/2015 22:45,58,100
2/03/2015 22:50,53,100
2/03/2015 22:55,51,100
2/03/2015 23:00,48,100
2/03/2015 23:05,62,100
2/03/2015 23:10,55,100
2/03/2015 23:15,53,100
2/03/2015 23:20,39,100
2/03/2015 23:25,36,100
2/03/2015 23:30,43,100
2/03/2015 23:35,40,100
2/03/2015 23:40,38,100
2/03/2015 23:45,38,100
2/03/2015 23:50,27,100
2/03/2015 23:55,26,100
2/04/2015 0:00,17,100
2/04/2015 0:05,25,100
2/04/2015 0:10,24,100
2/04/2015 0:15,20,100
2/04/2015 0:20,23,100
2/04/2015 0:25,17,100
2/04/2015 0:30,14,100
2/04/2015 0:35,15,100
2/04/2015 0:40,17,100
2/04/2015 0:45,16,100
2/04/2015 0:50,9,100
2/04/2015 0:55,11,100
2/04/2015 1:00,15,100
2/04/2015 1:05,18,100
2/04/2015 1:10,6,100
2/04/2015 1:15,8,100
2/04/2015 1:20,10,100
2/04/2015 1:25,12,100
2/04/2015 1:30,7,100
2/04/2015 1:35,7,100
2/04/2015 1:40,10,100
2/04/2015 1:45,6,100
2/04/2015 1:50,2,100
2/04/2015 1:55,13,100
2/04/2015 2:00,12,100
2/04/2015 2:05,11,100
2/04/2015 2:10,10,100
2/04/2015 2:15,9,100
2/04/2015 2:20,7,100
2/04/2015 2:25,13,100
2/04/2015 2:30,10,100
2/04/2015 2:35,6,100
2/04/2015 2:40,7,100
2/04/2015 2:45,11,100
2/04/2015 2:50,7,100
2/04/2015 2:55,8,100
2/04/2015 3:00,9,100
2/04/2015 3:05,5,100
2/04/2015 3:10,7,100
2/04/2015 3:15,12,100
2/04/2015 3:20,9,100
2/04/2015 3:25,5,100
2/04/2015 3:30,9,100
2/04/2015 3:35,14,100
2/04/2015 3:40,15,100
2/04/2015 3:45,13,100
2/04/2015 3:50,9,100
2/04/2015 3:55,10,100
2/04/2015 4:00,11,100
2/04/2015 4:05,15,100
2/04/2015 4:10,14,100
2/04/2015 4:15,18,100
2/04/2015 4:20,20,100
2/04/2015 4:25,38,100
2/04/2015 4:30,34,100
2/04/2015 4:35,44,100
2/04/2015 4:40,49,100
2/04/2015 4:45,42,100
2/04/2015 4:50,46,100
2/04/2015 4:55,54,100
2/04/2015 5:00,36,100
2/04/2015 5:05,52,100
2/04/2015 5:10,68,100
2/04/2015 5:15,90,100
